YMDHMS,Load_kW
2011-01-02 18:45:00,147238.0
2011-01-02 19:00:00,145939.0
2011-01-02 19:15:00,143070.0
2011-01-02 19:30:00,140550.0
2011-01-02 19:45:00,143590.0
2011-01-02 20:00:00,140897.0
2011-01-02 20:15:00,138470.0
2011-01-02 20:30:00,138856.0
2011-01-02 20:45:00,136568.0
2011-01-02 21:00:00,134902.0
2011-01-02 21:15:00,135057.0
2011-01-02 21:30:00,134625.0
2011-01-02 21:45:00,132674.0
2011-01-02 22:00:00,130872.0
2011-01-02 22:15:00,124261.0
2011-01-02 22:30:00,116006.0
2011-01-02 22:45:00,113900.0
2011-01-02 23:00:00,110115.0
2011-01-02 23:15:00,101498.0
2011-01-02 23:30:00,92737.0
2011-01-02 23:45:00,87042.0
2011-01-03 00:00:00,85806.0
2011-01-03 00:15:00,79709.0
2011-01-03 00:30:00,79906.0
2011-01-03 00:45:00,74690.0
2011-01-03 01:00:00,72069.0
2011-01-03 01:15:00,68935.0
2011-01-03 01:30:00,66763.0
2011-01-03 01:45:00,67126.0
2011-01-03 02:00:00,66283.0
2011-01-03 02:15:00,66771.0
2011-01-03 02:30:00,65733.0
2011-01-03 02:45:00,66660.0
2011-01-03 03:00:00,66416.0
2011-01-03 03:15:00,64944.0
2011-01-03 03:30:00,66594.0
2011-01-03 03:45:00,65659.0
2011-01-03 04:00:00,64996.0
2011-01-03 04:15:00,64684.0
2011-01-03 04:30:00,66926.0
2011-01-03 04:45:00,68553.0
2011-01-03 05:00:00,68881.0
2011-01-03 05:15:00,74055.0
2011-01-03 05:30:00,74696.0
2011-01-03 05:45:00,75239.0
2011-01-03 06:00:00,79996.0
2011-01-03 06:15:00,90320.0
2011-01-03 06:30:00,98917.0
2011-01-03 06:45:00,100801.0
2011-01-03 07:00:00,100370.0
2011-01-03 07:15:00,106167.0
2011-01-03 07:30:00,105062.0
2011-01-03 07:45:00,115880.0
2011-01-03 08:00:00,114533.0
2011-01-03 08:15:00,115648.0
2011-01-03 08:30:00,122254.0
2011-01-03 08:45:00,129448.0
2011-01-03 09:00:00,133718.0
2011-01-03 09:15:00,140527.0
2011-01-03 09:30:00,137909.0
2011-01-03 09:45:00,136289.0
2011-01-03 10:00:00,139611.0
2011-01-03 10:15:00,137551.0
2011-01-03 10:30:00,136014.0
2011-01-03 10:45:00,138311.0
2011-01-03 11:00:00,140597.0
2011-01-03 11:15:00,135218.0
2011-01-03 11:30:00,135202.0
2011-01-03 11:45:00,137823.0
2011-01-03 12:00:00,136596.0
2011-01-03 12:15:00,139987.0
2011-01-03 12:30:00,136768.0
2011-01-03 12:45:00,139764.0
2011-01-03 13:00:00,140189.0
2011-01-03 13:15:00,142277.0
2011-01-03 13:30:00,139397.0
2011-01-03 13:45:00,140956.0
2011-01-03 14:00:00,139601.0
2011-01-03 14:15:00,138621.0
2011-01-03 14:30:00,138400.0
2011-01-03 14:45:00,139310.0
2011-01-03 15:00:00,138941.0
2011-01-03 15:15:00,140573.0
2011-01-03 15:30:00,143213.0
2011-01-03 15:45:00,141582.0
2011-01-03 16:00:00,142944.0
2011-01-03 16:15:00,143918.0
2011-01-03 16:30:00,141826.0
2011-01-03 16:45:00,142763.0
2011-01-03 17:00:00,144070.0
2011-01-03 17:15:00,142737.0
2011-01-03 17:30:00,143175.0
2011-01-03 17:45:00,146907.0
2011-01-03 18:00:00,149564.0
2011-01-03 18:15:00,148398.0
2011-01-03 18:30:00,148665.0
2011-01-03 18:45:00,147169.0
2011-01-03 19:00:00,150285.0
2011-01-03 19:15:00,149553.0
2011-01-03 19:30:00,145734.0
2011-01-03 19:45:00,144822.0
2011-01-03 20:00:00,146037.0
2011-01-03 20:15:00,142106.0
2011-01-03 20:30:00,141456.0
2011-01-03 20:45:00,142817.0
2011-01-03 21:00:00,141084.0
2011-01-03 21:15:00,139633.0
2011-01-03 21:30:00,138393.0
2011-01-03 21:45:00,138511.0
2011-01-03 22:00:00,135383.0
2011-01-03 22:15:00,129661.0
2011-01-03 22:30:00,124800.0
2011-01-03 22:45:00,121907.0
2011-01-03 23:00:00,118021.0
2011-01-03 23:15:00,108426.0
2011-01-03 23:30:00,100510.0
2011-01-03 23:45:00,93993.0
2011-01-04 00:00:00,91235.0
2011-01-04 00:15:00,83976.0
2011-01-04 00:30:00,81492.0
2011-01-04 00:45:00,76605.0
2011-01-04 01:00:00,73992.0
2011-01-04 01:15:00,71362.0
2011-01-04 01:30:00,68667.0
2011-01-04 01:45:00,68265.0
2011-01-04 02:00:00,69546.0
2011-01-04 02:15:00,67486.0
2011-01-04 02:30:00,66205.0
2011-01-04 02:45:00,68756.0
2011-01-04 03:00:00,67606.0
2011-01-04 03:15:00,65911.0
2011-01-04 03:30:00,67106.0
2011-01-04 03:45:00,66941.0
2011-01-04 04:00:00,65999.0
2011-01-04 04:15:00,65508.0
2011-01-04 04:30:00,66428.0
2011-01-04 04:45:00,68872.0
2011-01-04 05:00:00,74153.0
2011-01-04 05:15:00,75647.0
2011-01-04 05:30:00,74430.0
2011-01-04 05:45:00,79075.0
2011-01-04 06:00:00,82590.0
2011-01-04 06:15:00,95590.0
2011-01-04 06:30:00,98944.0
2011-01-04 06:45:00,104432.0
2011-01-04 07:00:00,104162.0
2011-01-04 07:15:00,109667.0
2011-01-04 07:30:00,109509.0
2011-01-04 07:45:00,117913.0
2011-01-04 08:00:00,117401.0
2011-01-04 08:15:00,113498.0
2011-01-04 08:30:00,124031.0
2011-01-04 08:45:00,129933.0
2011-01-04 09:00:00,133720.0
2011-01-04 09:15:00,142038.0
2011-01-04 09:30:00,140008.0
2011-01-04 09:45:00,139096.0
2011-01-04 10:00:00,142195.0
2011-01-04 10:15:00,139075.0
2011-01-04 10:30:00,140164.0
2011-01-04 10:45:00,140410.0
2011-01-04 11:00:00,140287.0
2011-01-04 11:15:00,138976.0
2011-01-04 11:30:00,141378.0
2011-01-04 11:45:00,141212.0
2011-01-04 12:00:00,142845.0
2011-01-04 12:15:00,138848.0
2011-01-04 12:30:00,139069.0
2011-01-04 12:45:00,142160.0
2011-01-04 13:00:00,146852.0
2011-01-04 13:15:00,144336.0
2011-01-04 13:30:00,143147.0
2011-01-04 13:45:00,142928.0
2011-01-04 14:00:00,143037.0
2011-01-04 14:15:00,140893.0
2011-01-04 14:30:00,142786.0
2011-01-04 14:45:00,144915.0
2011-01-04 15:00:00,143759.0
2011-01-04 15:15:00,144847.0
2011-01-04 15:30:00,143862.0
2011-01-04 15:45:00,143659.0
2011-01-04 16:00:00,144957.0
2011-01-04 16:15:00,142968.0
2011-01-04 16:30:00,143717.0
2011-01-04 16:45:00,148158.0
2011-01-04 17:00:00,147373.0
2011-01-04 17:15:00,145441.0
2011-01-04 17:30:00,147708.0
2011-01-04 17:45:00,151294.0
2011-01-04 18:00:00,153414.0
2011-01-04 18:15:00,150556.0
2011-01-04 18:30:00,150230.0
2011-01-04 18:45:00,151483.0
2011-01-04 19:00:00,149406.0
2011-01-04 19:15:00,148621.0
2011-01-04 19:30:00,146573.0
2011-01-04 19:45:00,147503.0
2011-01-04 20:00:00,147570.0
2011-01-04 20:15:00,144422.0
2011-01-04 20:30:00,144266.0
2011-01-04 20:45:00,145361.0
2011-01-04 21:00:00,143779.0
2011-01-04 21:15:00,140592.0
2011-01-04 21:30:00,139457.0
2011-01-04 21:45:00,139283.0
2011-01-04 22:00:00,137709.0
2011-01-04 22:15:00,130317.0
2011-01-04 22:30:00,124930.0
2011-01-04 22:45:00,123063.0
2011-01-04 23:00:00,119610.0
2011-01-04 23:15:00,110614.0
2011-01-04 23:30:00,103667.0
2011-01-04 23:45:00,97004.0
2011-01-05 00:00:00,91455.0
2011-01-05 00:15:00,85669.0
2011-01-05 00:30:00,82328.0
2011-01-05 00:45:00,79368.0
2011-01-05 01:00:00,76514.0
2011-01-05 01:15:00,73133.0
2011-01-05 01:30:00,70267.0
2011-01-05 01:45:00,70469.0
2011-01-05 02:00:00,70686.0
2011-01-05 02:15:00,69773.0
2011-01-05 02:30:00,68842.0
2011-01-05 02:45:00,70965.0
2011-01-05 03:00:00,70645.0
2011-01-05 03:15:00,68449.0
2011-01-05 03:30:00,69333.0
2011-01-05 03:45:00,69360.0
2011-01-05 04:00:00,69305.0
2011-01-05 04:15:00,67667.0
2011-01-05 04:30:00,68288.0
2011-01-05 04:45:00,73542.0
2011-01-05 05:00:00,72280.0
2011-01-05 05:15:00,76912.0
2011-01-05 05:30:00,77972.0
2011-01-05 05:45:00,80035.0
2011-01-05 06:00:00,82444.0
2011-01-05 06:15:00,92829.0
2011-01-05 06:30:00,103581.0
2011-01-05 06:45:00,110149.0
2011-01-05 07:00:00,107324.0
2011-01-05 07:15:00,110613.0
2011-01-05 07:30:00,110515.0
2011-01-05 07:45:00,115602.0
2011-01-05 08:00:00,111749.0
2011-01-05 08:15:00,115674.0
2011-01-05 08:30:00,121474.0
2011-01-05 08:45:00,130013.0
2011-01-05 09:00:00,133008.0
2011-01-05 09:15:00,139013.0
2011-01-05 09:30:00,139490.0
2011-01-05 09:45:00,139503.0
2011-01-05 10:00:00,141873.0
2011-01-05 10:15:00,141292.0
2011-01-05 10:30:00,141243.0
2011-01-05 10:45:00,140906.0
2011-01-05 11:00:00,142508.0
2011-01-05 11:15:00,139884.0
2011-01-05 11:30:00,140899.0
2011-01-05 11:45:00,139513.0
2011-01-05 12:00:00,142464.0
2011-01-05 12:15:00,141491.0
2011-01-05 12:30:00,141029.0
2011-01-05 12:45:00,145745.0
2011-01-05 13:00:00,141935.0
2011-01-05 13:15:00,143790.0
2011-01-05 13:30:00,143251.0
2011-01-05 13:45:00,141768.0
2011-01-05 14:00:00,141212.0
2011-01-05 14:15:00,140284.0
2011-01-05 14:30:00,140659.0
2011-01-05 14:45:00,141899.0
2011-01-05 15:00:00,142180.0
2011-01-05 15:15:00,142907.0
2011-01-05 15:30:00,142572.0
2011-01-05 15:45:00,146848.0
2011-01-05 16:00:00,145516.0
2011-01-05 16:15:00,144615.0
2011-01-05 16:30:00,143248.0
2011-01-05 16:45:00,144417.0
2011-01-05 17:00:00,145424.0
2011-01-05 17:15:00,144506.0
2011-01-05 17:30:00,145814.0
2011-01-05 17:45:00,149113.0
2011-01-05 18:00:00,150881.0
2011-01-05 18:15:00,149496.0
2011-01-05 18:30:00,150993.0
2011-01-05 18:45:00,150001.0
2011-01-05 19:00:00,150521.0
2011-01-05 19:15:00,150510.0
2011-01-05 19:30:00,149764.0
2011-01-05 19:45:00,149919.0
2011-01-05 20:00:00,149663.0
2011-01-05 20:15:00,144769.0
2011-01-05 20:30:00,145055.0
2011-01-05 20:45:00,146069.0
2011-01-05 21:00:00,144334.0
2011-01-05 21:15:00,141556.0
2011-01-05 21:30:00,140289.0
2011-01-05 21:45:00,140047.0
2011-01-05 22:00:00,139379.0
2011-01-05 22:15:00,132146.0
2011-01-05 22:30:00,125850.0
2011-01-05 22:45:00,124310.0
2011-01-05 23:00:00,122566.0
2011-01-05 23:15:00,111751.0
2011-01-05 23:30:00,101687.0
2011-01-05 23:45:00,95782.0
2011-01-06 00:00:00,94474.0
2011-01-06 00:15:00,85206.0
2011-01-06 00:30:00,82855.0
2011-01-06 00:45:00,79107.0
2011-01-06 01:00:00,75299.0
2011-01-06 01:15:00,72309.0
2011-01-06 01:30:00,71270.0
2011-01-06 01:45:00,71217.0
2011-01-06 02:00:00,71292.0
2011-01-06 02:15:00,67816.0
2011-01-06 02:30:00,69129.0
2011-01-06 02:45:00,71053.0
2011-01-06 03:00:00,69533.0
2011-01-06 03:15:00,69954.0
2011-01-06 03:30:00,68134.0
2011-01-06 03:45:00,69929.0
2011-01-06 04:00:00,67668.0
2011-01-06 04:15:00,67713.0
2011-01-06 04:30:00,69928.0
2011-01-06 04:45:00,72368.0
2011-01-06 05:00:00,74039.0
2011-01-06 05:15:00,77839.0
2011-01-06 05:30:00,76315.0
2011-01-06 05:45:00,78388.0
2011-01-06 06:00:00,83991.0
2011-01-06 06:15:00,102568.0
2011-01-06 06:30:00,106380.0
2011-01-06 06:45:00,109097.0
2011-01-06 07:00:00,108487.0
2011-01-06 07:15:00,112314.0
2011-01-06 07:30:00,111863.0
2011-01-06 07:45:00,119454.0
2011-01-06 08:00:00,116960.0
2011-01-06 08:15:00,117310.0
2011-01-06 08:30:00,124946.0
2011-01-06 08:45:00,132877.0
2011-01-06 09:00:00,134969.0
2011-01-06 09:15:00,141415.0
2011-01-06 09:30:00,141805.0
2011-01-06 09:45:00,140670.0
2011-01-06 10:00:00,139838.0
2011-01-06 10:15:00,140769.0
2011-01-06 10:30:00,142449.0
2011-01-06 10:45:00,143412.0
2011-01-06 11:00:00,144796.0
2011-01-06 11:15:00,141875.0
2011-01-06 11:30:00,139662.0
2011-01-06 11:45:00,142535.0
2011-01-06 12:00:00,143511.0
2011-01-06 12:15:00,145215.0
2011-01-06 12:30:00,143390.0
2011-01-06 12:45:00,144470.0
2011-01-06 13:00:00,143675.0
2011-01-06 13:15:00,143870.0
2011-01-06 13:30:00,141942.0
2011-01-06 13:45:00,141452.0
2011-01-06 14:00:00,142290.0
2011-01-06 14:15:00,141333.0
2011-01-06 14:30:00,145084.0
2011-01-06 14:45:00,144084.0
2011-01-06 15:00:00,143178.0
2011-01-06 15:15:00,142781.0
2011-01-06 15:30:00,143082.0
2011-01-06 15:45:00,143505.0
2011-01-06 16:00:00,146374.0
2011-01-06 16:15:00,146037.0
2011-01-06 16:30:00,143137.0
2011-01-06 16:45:00,146819.0
2011-01-06 17:00:00,147702.0
2011-01-06 17:15:00,147164.0
2011-01-06 17:30:00,147042.0
2011-01-06 17:45:00,149191.0
2011-01-06 18:00:00,152190.0
2011-01-06 18:15:00,150882.0
2011-01-06 18:30:00,152589.0
2011-01-06 18:45:00,152310.0
2011-01-06 19:00:00,151866.0
2011-01-06 19:15:00,150273.0
2011-01-06 19:30:00,148784.0
2011-01-06 19:45:00,149686.0
2011-01-06 20:00:00,148287.0
2011-01-06 20:15:00,145030.0
2011-01-06 20:30:00,144826.0
2011-01-06 20:45:00,144650.0
2011-01-06 21:00:00,142818.0
2011-01-06 21:15:00,142877.0
2011-01-06 21:30:00,141061.0
2011-01-06 21:45:00,139213.0
2011-01-06 22:00:00,140006.0
2011-01-06 22:15:00,132401.0
2011-01-06 22:30:00,124725.0
2011-01-06 22:45:00,122752.0
2011-01-06 23:00:00,121008.0
2011-01-06 23:15:00,110956.0
2011-01-06 23:30:00,102233.0
2011-01-06 23:45:00,96840.0
2011-01-07 00:00:00,92464.0
2011-01-07 00:15:00,87587.0
2011-01-07 00:30:00,84973.0
2011-01-07 00:45:00,77529.0
2011-01-07 01:00:00,77767.0
2011-01-07 01:15:00,72082.0
2011-01-07 01:30:00,71346.0
2011-01-07 01:45:00,71688.0
2011-01-07 02:00:00,71289.0
2011-01-07 02:15:00,70530.0
2011-01-07 02:30:00,69641.0
2011-01-07 02:45:00,70407.0
2011-01-07 03:00:00,70515.0
2011-01-07 03:15:00,69940.0
2011-01-07 03:30:00,71260.0
2011-01-07 03:45:00,68952.0
2011-01-07 04:00:00,69107.0
2011-01-07 04:15:00,68693.0
2011-01-07 04:30:00,67968.0
2011-01-07 04:45:00,69468.0
2011-01-07 05:00:00,70717.0
2011-01-07 05:15:00,77528.0
2011-01-07 05:30:00,79608.0
2011-01-07 05:45:00,81553.0
2011-01-07 06:00:00,83799.0
2011-01-07 06:15:00,100205.0
2011-01-07 06:30:00,103995.0
2011-01-07 06:45:00,108378.0
2011-01-07 07:00:00,110205.0
2011-01-07 07:15:00,111286.0
2011-01-07 07:30:00,112546.0
2011-01-07 07:45:00,118420.0
2011-01-07 08:00:00,117349.0
2011-01-07 08:15:00,114502.0
2011-01-07 08:30:00,121471.0
2011-01-07 08:45:00,130189.0
2011-01-07 09:00:00,133631.0
2011-01-07 09:15:00,137835.0
2011-01-07 09:30:00,139163.0
2011-01-07 09:45:00,138076.0
2011-01-07 10:00:00,139054.0
2011-01-07 10:15:00,138489.0
2011-01-07 10:30:00,137884.0
2011-01-07 10:45:00,138445.0
2011-01-07 11:00:00,139843.0
2011-01-07 11:15:00,138395.0
2011-01-07 11:30:00,139218.0
2011-01-07 11:45:00,138347.0
2011-01-07 12:00:00,139669.0
2011-01-07 12:15:00,138791.0
2011-01-07 12:30:00,140919.0
2011-01-07 12:45:00,142094.0
2011-01-07 13:00:00,142324.0
2011-01-07 13:15:00,142306.0
2011-01-07 13:30:00,140825.0
2011-01-07 13:45:00,140780.0
2011-01-07 14:00:00,143183.0
2011-01-07 14:15:00,140641.0
2011-01-07 14:30:00,137036.0
2011-01-07 14:45:00,139589.0
2011-01-07 15:00:00,142326.0
2011-01-07 15:15:00,142363.0
2011-01-07 15:30:00,143969.0
2011-01-07 15:45:00,142310.0
2011-01-07 16:00:00,144062.0
2011-01-07 16:15:00,144485.0
2011-01-07 16:30:00,145926.0
2011-01-07 16:45:00,146262.0
2011-01-07 17:00:00,147794.0
2011-01-07 17:15:00,143765.0
2011-01-07 17:30:00,147647.0
2011-01-07 17:45:00,149524.0
2011-01-07 18:00:00,150533.0
2011-01-07 18:15:00,151417.0
2011-01-07 18:30:00,150535.0
2011-01-07 18:45:00,151899.0
2011-01-07 19:00:00,150878.0
2011-01-07 19:15:00,147406.0
2011-01-07 19:30:00,148775.0
2011-01-07 19:45:00,147980.0
2011-01-07 20:00:00,148043.0
2011-01-07 20:15:00,144153.0
2011-01-07 20:30:00,143252.0
2011-01-07 20:45:00,144228.0
2011-01-07 21:00:00,143022.0
2011-01-07 21:15:00,140501.0
2011-01-07 21:30:00,140812.0
2011-01-07 21:45:00,139501.0
2011-01-07 22:00:00,136106.0
2011-01-07 22:15:00,133015.0
2011-01-07 22:30:00,126295.0
2011-01-07 22:45:00,124992.0
2011-01-07 23:00:00,121513.0
2011-01-07 23:15:00,115233.0
2011-01-07 23:30:00,108137.0
2011-01-07 23:45:00,101249.0
2011-01-08 00:00:00,97515.0
2011-01-08 00:15:00,87818.0
2011-01-08 00:30:00,83999.0
2011-01-08 00:45:00,75969.0
2011-01-08 01:00:00,76571.0
2011-01-08 01:15:00,73614.0
2011-01-08 01:30:00,69430.0
2011-01-08 01:45:00,70221.0
2011-01-08 02:00:00,70624.0
2011-01-08 02:15:00,68803.0
2011-01-08 02:30:00,67908.0
2011-01-08 02:45:00,69651.0
2011-01-08 03:00:00,68447.0
2011-01-08 03:15:00,69224.0
2011-01-08 03:30:00,68352.0
2011-01-08 03:45:00,67880.0
2011-01-08 04:00:00,67401.0
2011-01-08 04:15:00,67074.0
2011-01-08 04:30:00,69903.0
2011-01-08 04:45:00,71454.0
2011-01-08 05:00:00,72444.0
2011-01-08 05:15:00,76605.0
2011-01-08 05:30:00,76240.0
2011-01-08 05:45:00,79486.0
2011-01-08 06:00:00,82776.0
2011-01-08 06:15:00,93049.0
2011-01-08 06:30:00,104118.0
2011-01-08 06:45:00,107947.0
2011-01-08 07:00:00,107677.0
2011-01-08 07:15:00,110687.0
2011-01-08 07:30:00,111953.0
2011-01-08 07:45:00,113360.0
2011-01-08 08:00:00,113601.0
2011-01-08 08:15:00,114679.0
2011-01-08 08:30:00,119837.0
2011-01-08 08:45:00,127977.0
2011-01-08 09:00:00,131177.0
2011-01-08 09:15:00,139694.0
2011-01-08 09:30:00,142067.0
2011-01-08 09:45:00,142876.0
2011-01-08 10:00:00,143638.0
2011-01-08 10:15:00,141117.0
2011-01-08 10:30:00,142081.0
2011-01-08 10:45:00,146170.0
2011-01-08 11:00:00,145032.0
2011-01-08 11:15:00,144393.0
2011-01-08 11:30:00,140651.0
2011-01-08 11:45:00,144134.0
2011-01-08 12:00:00,144055.0
2011-01-08 12:15:00,142972.0
2011-01-08 12:30:00,142900.0
2011-01-08 12:45:00,141418.0
2011-01-08 13:00:00,144156.0
2011-01-08 13:15:00,144356.0
2011-01-08 13:30:00,142138.0
2011-01-08 13:45:00,141510.0
2011-01-08 14:00:00,143382.0
2011-01-08 14:15:00,140502.0
2011-01-08 14:30:00,137628.0
2011-01-08 14:45:00,142517.0
2011-01-08 15:00:00,142038.0
2011-01-08 15:15:00,142155.0
2011-01-08 15:30:00,140995.0
2011-01-08 15:45:00,142982.0
2011-01-08 16:00:00,142949.0
2011-01-08 16:15:00,144840.0
2011-01-08 16:30:00,143098.0
2011-01-08 16:45:00,146850.0
2011-01-08 17:00:00,144328.0
2011-01-08 17:15:00,142742.0
2011-01-08 17:30:00,144481.0
2011-01-08 17:45:00,149225.0
2011-01-08 18:00:00,151484.0
2011-01-08 18:15:00,149016.0
2011-01-08 18:30:00,147615.0
2011-01-08 18:45:00,152405.0
2011-01-08 19:00:00,152339.0
2011-01-08 19:15:00,150292.0
2011-01-08 19:30:00,147562.0
2011-01-08 19:45:00,147914.0
2011-01-08 20:00:00,147458.0
2011-01-08 20:15:00,143949.0
2011-01-08 20:30:00,140908.0
2011-01-08 20:45:00,143316.0
2011-01-08 21:00:00,142192.0
2011-01-08 21:15:00,139645.0
2011-01-08 21:30:00,138962.0
2011-01-08 21:45:00,136251.0
2011-01-08 22:00:00,134530.0
2011-01-08 22:15:00,129037.0
2011-01-08 22:30:00,124266.0
2011-01-08 22:45:00,122697.0
2011-01-08 23:00:00,120434.0
2011-01-08 23:15:00,112640.0
2011-01-08 23:30:00,103369.0
2011-01-08 23:45:00,97898.0
2011-01-09 00:00:00,95665.0
2011-01-09 00:15:00,86745.0
2011-01-09 00:30:00,81606.0
2011-01-09 00:45:00,76265.0
2011-01-09 01:00:00,75183.0
2011-01-09 01:15:00,69281.0
2011-01-09 01:30:00,66565.0
2011-01-09 01:45:00,67438.0
2011-01-09 02:00:00,66145.0
