YMDHMS,Load_kW
2011-01-01 23:30:00,118167.0
2011-01-01 23:45:00,117594.09999999999
2011-01-02 00:00:00,117604.3
2011-01-02 00:15:00,115292.3
2011-01-02 00:30:00,116956.59999999999
2011-01-02 00:45:00,118185.7
2011-01-02 01:00:00,114362.4
2011-01-02 01:15:00,111309.2
2011-01-02 01:30:00,109491.9
2011-01-02 01:45:00,111144.3
2011-01-02 02:00:00,110098.8
2011-01-02 02:15:00,110054.59999999999
2011-01-02 02:30:00,110022.3
2011-01-02 02:45:00,112575.7
2011-01-02 03:00:00,112303.7
2011-01-02 03:15:00,109587.09999999999
2011-01-02 03:30:00,110280.7
2011-01-02 03:45:00,110931.8
2011-01-02 04:00:00,108975.09999999999
2011-01-02 04:15:00,109321.9
2011-01-02 04:30:00,112036.8
2011-01-02 04:45:00,119226.09999999999
2011-01-02 05:00:00,117891.59999999999
2011-01-02 05:15:00,128407.8
2011-01-02 05:30:00,129461.8
2011-01-02 05:45:00,127741.4
2011-01-02 06:00:00,134182.69999999998
2011-01-02 06:15:00,156464.6
2011-01-02 06:30:00,174845.0
2011-01-02 06:45:00,175834.4
2011-01-02 07:00:00,173107.6
2011-01-02 07:15:00,184222.19999999998
2011-01-02 07:30:00,192825.9
2011-01-02 07:45:00,192672.9
2011-01-02 08:00:00,190394.9
2011-01-02 08:15:00,197487.3
2011-01-02 08:30:00,204197.19999999998
2011-01-02 08:45:00,219070.5
2011-01-02 09:00:00,223354.5
2011-01-02 09:15:00,236140.19999999998
2011-01-02 09:30:00,241010.69999999998
2011-01-02 09:45:00,241206.19999999998
2011-01-02 10:00:00,238557.6
2011-01-02 10:15:00,240553.4
2011-01-02 10:30:00,243499.5
2011-01-02 10:45:00,247139.19999999998
2011-01-02 11:00:00,244548.4
2011-01-02 11:15:00,237705.9
2011-01-02 11:30:00,240954.6
2011-01-02 11:45:00,243375.4
2011-01-02 12:00:00,247882.1
2011-01-02 12:15:00,247955.19999999998
2011-01-02 12:30:00,247667.9
2011-01-02 12:45:00,242426.8
2011-01-02 13:00:00,238737.8
2011-01-02 13:15:00,238312.8
2011-01-02 13:30:00,239490.9
2011-01-02 13:45:00,238363.8
2011-01-02 14:00:00,237658.3
2011-01-02 14:15:00,237721.19999999998
2011-01-02 14:30:00,238375.69999999998
2011-01-02 14:45:00,241155.19999999998
2011-01-02 15:00:00,239293.69999999998
2011-01-02 15:15:00,237960.9
2011-01-02 15:30:00,241804.6
2011-01-02 15:45:00,236116.4
2011-01-02 16:00:00,238737.8
2011-01-02 16:15:00,239601.4
2011-01-02 16:30:00,238702.1
2011-01-02 16:45:00,240781.19999999998
2011-01-02 17:00:00,238239.69999999998
2011-01-02 17:15:00,242430.19999999998
2011-01-02 17:30:00,241442.5
2011-01-02 17:45:00,248655.6
2011-01-02 18:00:00,253150.4
2011-01-02 18:15:00,246581.6
2011-01-02 18:30:00,250726.19999999998
2011-01-02 18:45:00,250304.6
2011-01-02 19:00:00,248096.3
2011-01-02 19:15:00,243219.0
2011-01-02 19:30:00,238935.0
2011-01-02 19:45:00,244103.0
2011-01-02 20:00:00,239524.9
2011-01-02 20:15:00,235399.0
2011-01-02 20:30:00,236055.19999999998
2011-01-02 20:45:00,232165.6
2011-01-02 21:00:00,229333.4
2011-01-02 21:15:00,229596.9
2011-01-02 21:30:00,228862.5
2011-01-02 21:45:00,225545.8
2011-01-02 22:00:00,222482.4
2011-01-02 22:15:00,211243.69999999998
2011-01-02 22:30:00,197210.19999999998
2011-01-02 22:45:00,193630.0
2011-01-02 23:00:00,187195.5
2011-01-02 23:15:00,172546.6
2011-01-02 23:30:00,157652.9
2011-01-02 23:45:00,147971.4
2011-01-03 00:00:00,145870.19999999998
2011-01-03 00:15:00,135505.3
2011-01-03 00:30:00,135840.19999999998
2011-01-03 00:45:00,126973.0
2011-01-03 01:00:00,122517.3
2011-01-03 01:15:00,117189.5
2011-01-03 01:30:00,113497.09999999999
2011-01-03 01:45:00,114114.2
2011-01-03 02:00:00,112681.09999999999
2011-01-03 02:15:00,113510.7
2011-01-03 02:30:00,111746.09999999999
2011-01-03 02:45:00,113322.0
2011-01-03 03:00:00,112907.2
2011-01-03 03:15:00,110404.8
2011-01-03 03:30:00,113209.8
2011-01-03 03:45:00,111620.3
2011-01-03 04:00:00,110493.2
2011-01-03 04:15:00,109962.8
2011-01-03 04:30:00,113774.2
2011-01-03 04:45:00,116540.09999999999
2011-01-03 05:00:00,117097.7
2011-01-03 05:15:00,125893.5
2011-01-03 05:30:00,126983.2
2011-01-03 05:45:00,127906.3
2011-01-03 06:00:00,135993.19999999998
2011-01-03 06:15:00,153544.0
2011-01-03 06:30:00,168158.9
2011-01-03 06:45:00,171361.69999999998
2011-01-03 07:00:00,170629.0
2011-01-03 07:15:00,180483.9
2011-01-03 07:30:00,178605.4
2011-01-03 07:45:00,196996.0
2011-01-03 08:00:00,194706.1
2011-01-03 08:15:00,196601.6
2011-01-03 08:30:00,207831.8
2011-01-03 08:45:00,220061.6
2011-01-03 09:00:00,227320.6
2011-01-03 09:15:00,238895.9
2011-01-03 09:30:00,234445.3
2011-01-03 09:45:00,231691.3
2011-01-03 10:00:00,237338.69999999998
2011-01-03 10:15:00,233836.69999999998
2011-01-03 10:30:00,231223.8
2011-01-03 10:45:00,235128.69999999998
2011-01-03 11:00:00,239014.9
2011-01-03 11:15:00,229870.6
2011-01-03 11:30:00,229843.4
2011-01-03 11:45:00,234299.1
2011-01-03 12:00:00,232213.19999999998
2011-01-03 12:15:00,237977.9
2011-01-03 12:30:00,232505.6
2011-01-03 12:45:00,237598.8
2011-01-03 13:00:00,238321.3
2011-01-03 13:15:00,241870.9
2011-01-03 13:30:00,236974.9
2011-01-03 13:45:00,239625.19999999998
2011-01-03 14:00:00,237321.69999999998
2011-01-03 14:15:00,235655.69999999998
2011-01-03 14:30:00,235280.0
2011-01-03 14:45:00,236827.0
2011-01-03 15:00:00,236199.69999999998
2011-01-03 15:15:00,238974.1
2011-01-03 15:30:00,243462.1
2011-01-03 15:45:00,240689.4
2011-01-03 16:00:00,243004.8
2011-01-03 16:15:00,244660.6
2011-01-03 16:30:00,241104.19999999998
2011-01-03 16:45:00,242697.1
2011-01-03 17:00:00,244919.0
2011-01-03 17:15:00,242652.9
2011-01-03 17:30:00,243397.5
2011-01-03 17:45:00,249741.9
2011-01-03 18:00:00,254258.8
2011-01-03 18:15:00,252276.6
2011-01-03 18:30:00,252730.5
2011-01-03 18:45:00,250187.3
2011-01-03 19:00:00,255484.5
2011-01-03 19:15:00,254240.1
2011-01-03 19:30:00,247747.8
2011-01-03 19:45:00,246197.4
2011-01-03 20:00:00,248262.9
2011-01-03 20:15:00,241580.19999999998
2011-01-03 20:30:00,240475.19999999998
2011-01-03 20:45:00,242788.9
2011-01-03 21:00:00,239842.8
2011-01-03 21:15:00,237376.1
2011-01-03 21:30:00,235268.1
2011-01-03 21:45:00,235468.69999999998
2011-01-03 22:00:00,230151.1
2011-01-03 22:15:00,220423.69999999998
2011-01-03 22:30:00,212160.0
2011-01-03 22:45:00,207241.9
2011-01-03 23:00:00,200635.69999999998
2011-01-03 23:15:00,184324.19999999998
2011-01-03 23:30:00,170867.0
2011-01-03 23:45:00,159788.1
2011-01-04 00:00:00,155099.5
2011-01-04 00:15:00,142759.19999999998
2011-01-04 00:30:00,138536.4
2011-01-04 00:45:00,130228.5
2011-01-04 01:00:00,125786.4
2011-01-04 01:15:00,121315.4
2011-01-04 01:30:00,116733.9
2011-01-04 01:45:00,116050.5
2011-01-04 02:00:00,118228.2
2011-01-04 02:15:00,114726.2
2011-01-04 02:30:00,112548.5
2011-01-04 02:45:00,116885.2
2011-01-04 03:00:00,114930.2
2011-01-04 03:15:00,112048.7
2011-01-04 03:30:00,114080.2
2011-01-04 03:45:00,113799.7
2011-01-04 04:00:00,112198.3
2011-01-04 04:15:00,111363.59999999999
2011-01-04 04:30:00,112927.59999999999
2011-01-04 04:45:00,117082.4
2011-01-04 05:00:00,126060.09999999999
2011-01-04 05:15:00,128599.9
2011-01-04 05:30:00,126531.0
2011-01-04 05:45:00,134427.5
2011-01-04 06:00:00,140403.0
2011-01-04 06:15:00,162503.0
2011-01-04 06:30:00,168204.8
2011-01-04 06:45:00,177534.4
2011-01-04 07:00:00,177075.4
2011-01-04 07:15:00,186433.9
2011-01-04 07:30:00,186165.3
2011-01-04 07:45:00,200452.1
2011-01-04 08:00:00,199581.69999999998
2011-01-04 08:15:00,192946.6
2011-01-04 08:30:00,210852.69999999998
2011-01-04 08:45:00,220886.1
2011-01-04 09:00:00,227324.0
2011-01-04 09:15:00,241464.6
2011-01-04 09:30:00,238013.6
2011-01-04 09:45:00,236463.19999999998
2011-01-04 10:00:00,241731.5
2011-01-04 10:15:00,236427.5
2011-01-04 10:30:00,238278.8
2011-01-04 10:45:00,238697.0
2011-01-04 11:00:00,238487.9
2011-01-04 11:15:00,236259.19999999998
2011-01-04 11:30:00,240342.6
2011-01-04 11:45:00,240060.4
2011-01-04 12:00:00,242836.5
2011-01-04 12:15:00,236041.6
2011-01-04 12:30:00,236417.3
2011-01-04 12:45:00,241672.0
2011-01-04 13:00:00,249648.4
2011-01-04 13:15:00,245371.19999999998
2011-01-04 13:30:00,243349.9
2011-01-04 13:45:00,242977.6
2011-01-04 14:00:00,243162.9
2011-01-04 14:15:00,239518.1
2011-01-04 14:30:00,242736.19999999998
2011-01-04 14:45:00,246355.5
2011-01-04 15:00:00,244390.3
2011-01-04 15:15:00,246239.9
2011-01-04 15:30:00,244565.4
2011-01-04 15:45:00,244220.3
2011-01-04 16:00:00,246426.9
2011-01-04 16:15:00,243045.6
2011-01-04 16:30:00,244318.9
2011-01-04 16:45:00,251868.6
2011-01-04 17:00:00,250534.1
2011-01-04 17:15:00,247249.69999999998
2011-01-04 17:30:00,251103.6
2011-01-04 17:45:00,257199.8
2011-01-04 18:00:00,260803.8
2011-01-04 18:15:00,255945.19999999998
2011-01-04 18:30:00,255391.0
2011-01-04 18:45:00,257521.1
2011-01-04 19:00:00,253990.19999999998
2011-01-04 19:15:00,252655.69999999998
2011-01-04 19:30:00,249174.1
2011-01-04 19:45:00,250755.1
2011-01-04 20:00:00,250869.0
2011-01-04 20:15:00,245517.4
2011-01-04 20:30:00,245252.19999999998
2011-01-04 20:45:00,247113.69999999998
2011-01-04 21:00:00,244424.3
2011-01-04 21:15:00,239006.4
2011-01-04 21:30:00,237076.9
2011-01-04 21:45:00,236781.1
2011-01-04 22:00:00,234105.3
2011-01-04 22:15:00,221538.9
2011-01-04 22:30:00,212381.0
2011-01-04 22:45:00,209207.1
2011-01-04 23:00:00,203337.0
2011-01-04 23:15:00,188043.8
2011-01-04 23:30:00,176233.9
2011-01-04 23:45:00,164906.8
2011-01-05 00:00:00,155473.5
2011-01-05 00:15:00,145637.3
2011-01-05 00:30:00,139957.6
2011-01-05 00:45:00,134925.6
2011-01-05 01:00:00,130073.8
2011-01-05 01:15:00,124326.09999999999
2011-01-05 01:30:00,119453.9
2011-01-05 01:45:00,119797.3
2011-01-05 02:00:00,120166.2
2011-01-05 02:15:00,118614.09999999999
2011-01-05 02:30:00,117031.4
2011-01-05 02:45:00,120640.5
2011-01-05 03:00:00,120096.5
2011-01-05 03:15:00,116363.3
2011-01-05 03:30:00,117866.09999999999
2011-01-05 03:45:00,117912.0
2011-01-05 04:00:00,117818.5
2011-01-05 04:15:00,115033.9
2011-01-05 04:30:00,116089.59999999999
2011-01-05 04:45:00,125021.4
2011-01-05 05:00:00,122876.0
2011-01-05 05:15:00,130750.4
2011-01-05 05:30:00,132552.4
2011-01-05 05:45:00,136059.5
2011-01-05 06:00:00,140154.8
2011-01-05 06:15:00,157809.3
2011-01-05 06:30:00,176087.69999999998
2011-01-05 06:45:00,187253.3
2011-01-05 07:00:00,182450.8
2011-01-05 07:15:00,188042.1
2011-01-05 07:30:00,187875.5
2011-01-05 07:45:00,196523.4
2011-01-05 08:00:00,189973.3
2011-01-05 08:15:00,196645.8
2011-01-05 08:30:00,206505.8
2011-01-05 08:45:00,221022.1
2011-01-05 09:00:00,226113.6
2011-01-05 09:15:00,236322.1
2011-01-05 09:30:00,237133.0
2011-01-05 09:45:00,237155.1
2011-01-05 10:00:00,241184.1
2011-01-05 10:15:00,240196.4
2011-01-05 10:30:00,240113.1
2011-01-05 10:45:00,239540.19999999998
2011-01-05 11:00:00,242263.6
2011-01-05 11:15:00,237802.8
2011-01-05 11:30:00,239528.3
2011-01-05 11:45:00,237172.1
2011-01-05 12:00:00,242188.8
2011-01-05 12:15:00,240534.69999999998
2011-01-05 12:30:00,239749.3
2011-01-05 12:45:00,247766.5
2011-01-05 13:00:00,241289.5
2011-01-05 13:15:00,244443.0
2011-01-05 13:30:00,243526.69999999998
2011-01-05 13:45:00,241005.6
2011-01-05 14:00:00,240060.4
2011-01-05 14:15:00,238482.8
2011-01-05 14:30:00,239120.3
2011-01-05 14:45:00,241228.3
2011-01-05 15:00:00,241706.0
2011-01-05 15:15:00,242941.9
2011-01-05 15:30:00,242372.4
2011-01-05 15:45:00,249641.6
2011-01-05 16:00:00,247377.19999999998
2011-01-05 16:15:00,245845.5
2011-01-05 16:30:00,243521.6
2011-01-05 16:45:00,245508.9
2011-01-05 17:00:00,247220.8
2011-01-05 17:15:00,245660.19999999998
2011-01-05 17:30:00,247883.8
2011-01-05 17:45:00,253492.1
2011-01-05 18:00:00,256497.69999999998
2011-01-05 18:15:00,254143.19999999998
2011-01-05 18:30:00,256688.1
2011-01-05 18:45:00,255001.69999999998
2011-01-05 19:00:00,255885.69999999998
2011-01-05 19:15:00,255867.0
2011-01-05 19:30:00,254598.8
2011-01-05 19:45:00,254862.3
2011-01-05 20:00:00,254427.1
2011-01-05 20:15:00,246107.3
2011-01-05 20:30:00,246593.5
2011-01-05 20:45:00,248317.3
2011-01-05 21:00:00,245367.8
2011-01-05 21:15:00,240645.19999999998
2011-01-05 21:30:00,238491.3
2011-01-05 21:45:00,238079.9
2011-01-05 22:00:00,236944.3
2011-01-05 22:15:00,224648.19999999998
2011-01-05 22:30:00,213945.0
2011-01-05 22:45:00,211327.0
2011-01-05 23:00:00,208362.19999999998
2011-01-05 23:15:00,189976.69999999998
2011-01-05 23:30:00,172867.9
2011-01-05 23:45:00,162829.4
2011-01-06 00:00:00,160605.8
2011-01-06 00:15:00,144850.19999999998
2011-01-06 00:30:00,140853.5
2011-01-06 00:45:00,134481.9
2011-01-06 01:00:00,128008.3
2011-01-06 01:15:00,122925.3
2011-01-06 01:30:00,121159.0
2011-01-06 01:45:00,121068.9
2011-01-06 02:00:00,121196.4
2011-01-06 02:15:00,115287.2
2011-01-06 02:30:00,117519.3
2011-01-06 02:45:00,120790.09999999999
2011-01-06 03:00:00,118206.09999999999
2011-01-06 03:15:00,118921.8
2011-01-06 03:30:00,115827.8
2011-01-06 03:45:00,118879.3
2011-01-06 04:00:00,115035.59999999999
2011-01-06 04:15:00,115112.09999999999
2011-01-06 04:30:00,118877.59999999999
2011-01-06 04:45:00,123025.59999999999
2011-01-06 05:00:00,125866.3
2011-01-06 05:15:00,132326.3
2011-01-06 05:30:00,129735.5
2011-01-06 05:45:00,133259.6
2011-01-06 06:00:00,142784.69999999998
2011-01-06 06:15:00,174365.6
2011-01-06 06:30:00,180846.0
2011-01-06 06:45:00,185464.9
2011-01-06 07:00:00,184427.9
2011-01-06 07:15:00,190933.8
2011-01-06 07:30:00,190167.1
2011-01-06 07:45:00,203071.8
2011-01-06 08:00:00,198832.0
2011-01-06 08:15:00,199427.0
2011-01-06 08:30:00,212408.19999999998
2011-01-06 08:45:00,225890.9
2011-01-06 09:00:00,229447.3
2011-01-06 09:15:00,240405.5
2011-01-06 09:30:00,241068.5
2011-01-06 09:45:00,239139.0
2011-01-06 10:00:00,237724.6
2011-01-06 10:15:00,239307.3
2011-01-06 10:30:00,242163.3
2011-01-06 10:45:00,243800.4
2011-01-06 11:00:00,246153.19999999998
2011-01-06 11:15:00,241187.5
2011-01-06 11:30:00,237425.4
2011-01-06 11:45:00,242309.5
2011-01-06 12:00:00,243968.69999999998
2011-01-06 12:15:00,246865.5
2011-01-06 12:30:00,243763.0
2011-01-06 12:45:00,245599.0
2011-01-06 13:00:00,244247.5
2011-01-06 13:15:00,244579.0
2011-01-06 13:30:00,241301.4
2011-01-06 13:45:00,240468.4
2011-01-06 14:00:00,241893.0
2011-01-06 14:15:00,240266.1
2011-01-06 14:30:00,246642.8
2011-01-06 14:45:00,244942.8
2011-01-06 15:00:00,243402.6
2011-01-06 15:15:00,242727.69999999998
2011-01-06 15:30:00,243239.4
2011-01-06 15:45:00,243958.5
2011-01-06 16:00:00,248835.8
2011-01-06 16:15:00,248262.9
2011-01-06 16:30:00,243332.9
2011-01-06 16:45:00,249592.3
2011-01-06 17:00:00,251093.4
2011-01-06 17:15:00,250178.8
2011-01-06 17:30:00,249971.4
2011-01-06 17:45:00,253624.69999999998
2011-01-06 18:00:00,258723.0
2011-01-06 18:15:00,256499.4
2011-01-06 18:30:00,259401.3
2011-01-06 18:45:00,258927.0
2011-01-06 19:00:00,258172.19999999998
2011-01-06 19:15:00,255464.1
2011-01-06 19:30:00,252932.8
2011-01-06 19:45:00,254466.19999999998
2011-01-06 20:00:00,252087.9
2011-01-06 20:15:00,246551.0
2011-01-06 20:30:00,246204.19999999998
2011-01-06 20:45:00,245905.0
2011-01-06 21:00:00,242790.6
2011-01-06 21:15:00,242890.9
2011-01-06 21:30:00,239803.69999999998
2011-01-06 21:45:00,236662.1
2011-01-06 22:00:00,238010.19999999998
2011-01-06 22:15:00,225081.69999999998
2011-01-06 22:30:00,212032.5
2011-01-06 22:45:00,208678.4
2011-01-06 23:00:00,205713.6
2011-01-06 23:15:00,188625.19999999998
2011-01-06 23:30:00,173796.1
2011-01-06 23:45:00,164628.0
2011-01-07 00:00:00,157188.8
2011-01-07 00:15:00,148897.9
2011-01-07 00:30:00,144454.1
2011-01-07 00:45:00,131799.3
2011-01-07 01:00:00,132203.9
2011-01-07 01:15:00,122539.4
2011-01-07 01:30:00,121288.2
2011-01-07 01:45:00,121869.59999999999
2011-01-07 02:00:00,121191.3
2011-01-07 02:15:00,119901.0
2011-01-07 02:30:00,118389.7
2011-01-07 02:45:00,119691.9
2011-01-07 03:00:00,119875.5
2011-01-07 03:15:00,118898.0
2011-01-07 03:30:00,121142.0
2011-01-07 03:45:00,117218.4
2011-01-07 04:00:00,117481.9
2011-01-07 04:15:00,116778.09999999999
2011-01-07 04:30:00,115545.59999999999
2011-01-07 04:45:00,118095.59999999999
2011-01-07 05:00:00,120218.9
2011-01-07 05:15:00,131797.6
2011-01-07 05:30:00,135333.6
2011-01-07 05:45:00,138640.1
2011-01-07 06:00:00,142458.3
2011-01-07 06:15:00,170348.5
2011-01-07 06:30:00,176791.5
2011-01-07 06:45:00,184242.6
2011-01-07 07:00:00,187348.5
2011-01-07 07:15:00,189186.19999999998
2011-01-07 07:30:00,191328.19999999998
2011-01-07 07:45:00,201314.0
2011-01-07 08:00:00,199493.3
2011-01-07 08:15:00,194653.4
2011-01-07 08:30:00,206500.69999999998
2011-01-07 08:45:00,221321.3
2011-01-07 09:00:00,227172.69999999998
2011-01-07 09:15:00,234319.5
2011-01-07 09:30:00,236577.1
2011-01-07 09:45:00,234729.19999999998
2011-01-07 10:00:00,236391.8
2011-01-07 10:15:00,235431.3
2011-01-07 10:30:00,234402.8
2011-01-07 10:45:00,235356.5
2011-01-07 11:00:00,237733.1
2011-01-07 11:15:00,235271.5
2011-01-07 11:30:00,236670.6
2011-01-07 11:45:00,235189.9
2011-01-07 12:00:00,237437.3
2011-01-07 12:15:00,235944.69999999998
2011-01-07 12:30:00,239562.3
2011-01-07 12:45:00,241559.8
2011-01-07 13:00:00,241950.8
2011-01-07 13:15:00,241920.19999999998
2011-01-07 13:30:00,239402.5
2011-01-07 13:45:00,239326.0
2011-01-07 14:00:00,243411.1
2011-01-07 14:15:00,239089.69999999998
2011-01-07 14:30:00,232961.19999999998
2011-01-07 14:45:00,237301.3
2011-01-07 15:00:00,241954.19999999998
2011-01-07 15:15:00,242017.1
2011-01-07 15:30:00,244747.3
2011-01-07 15:45:00,241927.0
2011-01-07 16:00:00,244905.4
2011-01-07 16:15:00,245624.5
2011-01-07 16:30:00,248074.19999999998
2011-01-07 16:45:00,248645.4
2011-01-07 17:00:00,251249.8
2011-01-07 17:15:00,244400.5
2011-01-07 17:30:00,250999.9
2011-01-07 17:45:00,254190.8
2011-01-07 18:00:00,255906.1
2011-01-07 18:15:00,257408.9
2011-01-07 18:30:00,255909.5
2011-01-07 18:45:00,258228.3
2011-01-07 19:00:00,256492.6
2011-01-07 19:15:00,250590.19999999998
2011-01-07 19:30:00,252917.5
2011-01-07 19:45:00,251566.0
2011-01-07 20:00:00,251673.1
2011-01-07 20:15:00,245060.1
2011-01-07 20:30:00,243528.4
2011-01-07 20:45:00,245187.6
2011-01-07 21:00:00,243137.4
2011-01-07 21:15:00,238851.69999999998
2011-01-07 21:30:00,239380.4
2011-01-07 21:45:00,237151.69999999998
2011-01-07 22:00:00,231380.19999999998
2011-01-07 22:15:00,226125.5
2011-01-07 22:30:00,214701.5
2011-01-07 22:45:00,212486.4
2011-01-07 23:00:00,206572.1
2011-01-07 23:15:00,195896.1
2011-01-07 23:30:00,183832.9
2011-01-07 23:45:00,172123.3
2011-01-08 00:00:00,165775.5
2011-01-08 00:15:00,149290.6
2011-01-08 00:30:00,142798.3
2011-01-08 00:45:00,129147.3
2011-01-08 01:00:00,130170.7
2011-01-08 01:15:00,125143.8
2011-01-08 01:30:00,118031.0
2011-01-08 01:45:00,119375.7
2011-01-08 02:00:00,120060.8
2011-01-08 02:15:00,116965.09999999999
2011-01-08 02:30:00,115443.59999999999
2011-01-08 02:45:00,118406.7
2011-01-08 03:00:00,116359.9
2011-01-08 03:15:00,117680.8
2011-01-08 03:30:00,116198.4
2011-01-08 03:45:00,115396.0
2011-01-08 04:00:00,114581.7
2011-01-08 04:15:00,114025.8
2011-01-08 04:30:00,118835.09999999999
2011-01-08 04:45:00,121471.8
2011-01-08 05:00:00,123154.8
2011-01-08 05:15:00,130228.5
2011-01-08 05:30:00,129608.0
2011-01-08 05:45:00,135126.19999999998
2011-01-08 06:00:00,140719.19999999998
2011-01-08 06:15:00,158183.3
2011-01-08 06:30:00,177000.6
2011-01-08 06:45:00,183509.9
2011-01-08 07:00:00,183050.9
2011-01-08 07:15:00,188167.9
2011-01-08 07:30:00,190320.1
2011-01-08 07:45:00,192712.0
2011-01-08 08:00:00,193121.69999999998
2011-01-08 08:15:00,194954.3
2011-01-08 08:30:00,203722.9
2011-01-08 08:45:00,217560.9
2011-01-08 09:00:00,223000.9
2011-01-08 09:15:00,237479.8
2011-01-08 09:30:00,241513.9
2011-01-08 09:45:00,242889.19999999998
2011-01-08 10:00:00,244184.6
2011-01-08 10:15:00,239898.9
2011-01-08 10:30:00,241537.69999999998
2011-01-08 10:45:00,248489.0
2011-01-08 11:00:00,246554.4
2011-01-08 11:15:00,245468.1
2011-01-08 11:30:00,239106.69999999998
2011-01-08 11:45:00,245027.8
2011-01-08 12:00:00,244893.5
2011-01-08 12:15:00,243052.4
2011-01-08 12:30:00,242930.0
2011-01-08 12:45:00,240410.6
2011-01-08 13:00:00,245065.19999999998
2011-01-08 13:15:00,245405.19999999998
2011-01-08 13:30:00,241634.6
2011-01-08 13:45:00,240567.0
2011-01-08 14:00:00,243749.4
2011-01-08 14:15:00,238853.4
2011-01-08 14:30:00,233967.6
2011-01-08 14:45:00,242278.9
2011-01-08 15:00:00,241464.6
2011-01-08 15:15:00,241663.5
2011-01-08 15:30:00,239691.5
2011-01-08 15:45:00,243069.4
2011-01-08 16:00:00,243013.3
2011-01-08 16:15:00,246228.0
2011-01-08 16:30:00,243266.6
2011-01-08 16:45:00,249645.0
2011-01-08 17:00:00,245357.6
2011-01-08 17:15:00,242661.4
2011-01-08 17:30:00,245617.69999999998
2011-01-08 17:45:00,253682.5
2011-01-08 18:00:00,257522.8
2011-01-08 18:15:00,253327.19999999998
2011-01-08 18:30:00,250945.5
2011-01-08 18:45:00,259088.5
2011-01-08 19:00:00,258976.3
2011-01-08 19:15:00,255496.4
2011-01-08 19:30:00,250855.4
2011-01-08 19:45:00,251453.8
