YYYY-MM-DD HH:MM:SS,Load (kW)
2012-01-06 23:15:00,202793.0
2012-01-06 23:30:00,183712.0
2012-01-06 23:45:00,169915.0
2012-01-07 00:00:00,165764.0
2012-01-07 00:15:00,151515.0
2012-01-07 00:30:00,139123.0
2012-01-07 00:45:00,130217.0
2012-01-07 01:00:00,124211.0
2012-01-07 01:15:00,120196.0
2012-01-07 01:30:00,116942.0
2012-01-07 01:45:00,118579.0
2012-01-07 02:00:00,114918.0
2012-01-07 02:15:00,111516.0
2012-01-07 02:30:00,107754.0
2012-01-07 02:45:00,108417.0
2012-01-07 03:00:00,107491.0
2012-01-07 03:15:00,102339.0
2012-01-07 03:30:00,101110.0
2012-01-07 03:45:00,101865.0
2012-01-07 04:00:00,99987.0
2012-01-07 04:15:00,99565.0
2012-01-07 04:30:00,99128.0
2012-01-07 04:45:00,101467.0
2012-01-07 05:00:00,102154.0
2012-01-07 05:15:00,105227.0
2012-01-07 05:30:00,106648.0
2012-01-07 05:45:00,108318.0
2012-01-07 06:00:00,111651.0
2012-01-07 06:15:00,117917.0
2012-01-07 06:30:00,121774.0
2012-01-07 06:45:00,132498.0
2012-01-07 07:00:00,137400.0
2012-01-07 07:15:00,147781.0
2012-01-07 07:30:00,152520.0
2012-01-07 07:45:00,147412.0
2012-01-07 08:00:00,146223.0
2012-01-07 08:15:00,151689.0
2012-01-07 08:30:00,154257.0
2012-01-07 08:45:00,164373.0
2012-01-07 09:00:00,171360.0
2012-01-07 09:15:00,188338.0
2012-01-07 09:30:00,194521.0
2012-01-07 09:45:00,201260.0
2012-01-07 10:00:00,205165.0
2012-01-07 10:15:00,211105.0
2012-01-07 10:30:00,229490.0
2012-01-07 10:45:00,217655.0
2012-01-07 11:00:00,217349.0
2012-01-07 11:15:00,226732.0
2012-01-07 11:30:00,219072.0
2012-01-07 11:45:00,220176.0
2012-01-07 12:00:00,235505.0
2012-01-07 12:15:00,234715.0
2012-01-07 12:30:00,233149.0
2012-01-07 12:45:00,227594.0
2012-01-07 13:00:00,246257.0
2012-01-07 13:15:00,234507.0
2012-01-07 13:30:00,232017.0
2012-01-07 13:45:00,231707.0
2012-01-07 14:00:00,232144.0
2012-01-07 14:15:00,235774.0
2012-01-07 14:30:00,231558.0
2012-01-07 14:45:00,233498.0
2012-01-07 15:00:00,238865.0
2012-01-07 15:15:00,230102.0
2012-01-07 15:30:00,234934.0
2012-01-07 15:45:00,240922.0
2012-01-07 16:00:00,237222.0
2012-01-07 16:15:00,229580.0
2012-01-07 16:30:00,238833.0
2012-01-07 16:45:00,249060.0
2012-01-07 17:00:00,238229.0
2012-01-07 17:15:00,239307.0
2012-01-07 17:30:00,251570.0
2012-01-07 17:45:00,252959.0
2012-01-07 18:00:00,261934.0
2012-01-07 18:15:00,268393.0
2012-01-07 18:30:00,256161.0
2012-01-07 18:45:00,264359.0
2012-01-07 19:00:00,272057.0
2012-01-07 19:15:00,257372.0
2012-01-07 19:30:00,250196.0
2012-01-07 19:45:00,259158.0
2012-01-07 20:00:00,265200.0
2012-01-07 20:15:00,257620.0
2012-01-07 20:30:00,246494.0
2012-01-07 20:45:00,243348.0
2012-01-07 21:00:00,251072.0
2012-01-07 21:15:00,247727.0
2012-01-07 21:30:00,236868.0
2012-01-07 21:45:00,238726.0
2012-01-07 22:00:00,226887.0
2012-01-07 22:15:00,222602.0
2012-01-07 22:30:00,218526.0
2012-01-07 22:45:00,208580.0
2012-01-07 23:00:00,212265.0
2012-01-07 23:15:00,196464.0
2012-01-07 23:30:00,185359.0
2012-01-07 23:45:00,168223.0
2012-01-08 00:00:00,163922.0
2012-01-08 00:15:00,151053.0
2012-01-08 00:30:00,142825.0
2012-01-08 00:45:00,132587.0
2012-01-08 01:00:00,127328.0
2012-01-08 01:15:00,122303.0
2012-01-08 01:30:00,118298.0
2012-01-08 01:45:00,117606.0
2012-01-08 02:00:00,117341.0
2012-01-08 02:15:00,114792.0
2012-01-08 02:30:00,114426.0
2012-01-08 02:45:00,113798.0
2012-01-08 03:00:00,113956.0
2012-01-08 03:15:00,109428.0
2012-01-08 03:30:00,106986.0
2012-01-08 03:45:00,105443.0
2012-01-08 04:00:00,98981.0
2012-01-08 04:15:00,97183.0
2012-01-08 04:30:00,99118.0
2012-01-08 04:45:00,99253.0
2012-01-08 05:00:00,102609.0
2012-01-08 05:15:00,102978.0
2012-01-08 05:30:00,103609.0
2012-01-08 05:45:00,107372.0
2012-01-08 06:00:00,108691.0
2012-01-08 06:15:00,117101.0
2012-01-08 06:30:00,120082.0
2012-01-08 06:45:00,126424.0
2012-01-08 07:00:00,135601.0
2012-01-08 07:15:00,142773.0
2012-01-08 07:30:00,150802.0
2012-01-08 07:45:00,143996.0
2012-01-08 08:00:00,141166.0
2012-01-08 08:15:00,145326.0
2012-01-08 08:30:00,150004.0
2012-01-08 08:45:00,154662.0
2012-01-08 09:00:00,166497.0
2012-01-08 09:15:00,183388.0
2012-01-08 09:30:00,188144.0
2012-01-08 09:45:00,192851.0
2012-01-08 10:00:00,197377.0
2012-01-08 10:15:00,207681.0
2012-01-08 10:30:00,219115.0
2012-01-08 10:45:00,212405.0
2012-01-08 11:00:00,216963.0
2012-01-08 11:15:00,222524.0
2012-01-08 11:30:00,213172.0
2012-01-08 11:45:00,218443.0
2012-01-08 12:00:00,224506.0
2012-01-08 12:15:00,219917.0
2012-01-08 12:30:00,232067.0
2012-01-08 12:45:00,223254.0
2012-01-08 13:00:00,230241.0
2012-01-08 13:15:00,224802.0
2012-01-08 13:30:00,226161.0
2012-01-08 13:45:00,224981.0
2012-01-08 14:00:00,231286.0
2012-01-08 14:15:00,227352.0
2012-01-08 14:30:00,219499.0
2012-01-08 14:45:00,227852.0
2012-01-08 15:00:00,235061.0
2012-01-08 15:15:00,222787.0
2012-01-08 15:30:00,221441.0
2012-01-08 15:45:00,237769.0
2012-01-08 16:00:00,232574.0
2012-01-08 16:15:00,225038.0
2012-01-08 16:30:00,227993.0
2012-01-08 16:45:00,239909.0
2012-01-08 17:00:00,239869.0
2012-01-08 17:15:00,238258.0
2012-01-08 17:30:00,236945.0
2012-01-08 17:45:00,244197.0
2012-01-08 18:00:00,255934.0
2012-01-08 18:15:00,250933.0
2012-01-08 18:30:00,255523.0
2012-01-08 18:45:00,253426.0
2012-01-08 19:00:00,254867.0
2012-01-08 19:15:00,249826.0
2012-01-08 19:30:00,246503.0
2012-01-08 19:45:00,250185.0
2012-01-08 20:00:00,251431.0
2012-01-08 20:15:00,235877.0
2012-01-08 20:30:00,234691.0
2012-01-08 20:45:00,248858.0
2012-01-08 21:00:00,241423.0
2012-01-08 21:15:00,232989.0
2012-01-08 21:30:00,234487.0
2012-01-08 21:45:00,231188.0
2012-01-08 22:00:00,234910.0
2012-01-08 22:15:00,219059.0
2012-01-08 22:30:00,199308.0
2012-01-08 22:45:00,198988.0
2012-01-08 23:00:00,195223.0
2012-01-08 23:15:00,179678.0
2012-01-08 23:30:00,169394.0
2012-01-08 23:45:00,147494.0
2012-01-09 00:00:00,141483.0
2012-01-09 00:15:00,136544.0
2012-01-09 00:30:00,129906.0
2012-01-09 00:45:00,118077.0
2012-01-09 01:00:00,114116.0
2012-01-09 01:15:00,109337.0
