YMDHMS,Load
2011-01-01 14:45:00,0.246058
2011-01-01 15:00:00,0.248795
2011-01-01 15:15:00,0.2468774
2011-01-01 15:30:00,0.2507942
2011-01-01 15:45:00,0.25116479999999997
2011-01-01 16:00:00,0.2517258
2011-01-01 16:15:00,0.2453576
2011-01-01 16:30:00,0.2501788
2011-01-01 16:45:00,0.2525656
2011-01-01 17:00:00,0.2518788
2011-01-01 17:15:00,0.2487848
2011-01-01 17:30:00,0.2532524
2011-01-01 17:45:00,0.2667096
2011-01-01 18:00:00,0.271337
2011-01-01 18:15:00,0.2664716
2011-01-01 18:30:00,0.2692018
2011-01-01 18:45:00,0.27829
2011-01-01 19:00:00,0.27554959999999995
2011-01-01 19:15:00,0.26588
2011-01-01 19:30:00,0.2665498
2011-01-01 19:45:00,0.2700858
2011-01-01 20:00:00,0.26568620000000004
2011-01-01 20:15:00,0.2637074
2011-01-01 20:30:00,0.26902159999999997
2011-01-01 20:45:00,0.27228220000000003
2011-01-01 21:00:00,0.2641392
2011-01-01 21:15:00,0.26209920000000003
2011-01-01 21:30:00,0.2671788
2011-01-01 21:45:00,0.2658596
2011-01-01 22:00:00,0.259641
2011-01-01 22:15:00,0.25056639999999997
2011-01-01 22:30:00,0.2492336
2011-01-01 22:45:00,0.25223239999999997
2011-01-01 23:00:00,0.2451026
2011-01-01 23:15:00,0.238714
2011-01-01 23:30:00,0.236334
2011-01-01 23:45:00,0.23518820000000001
2011-01-02 00:00:00,0.23520860000000002
2011-01-02 00:15:00,0.2305846
2011-01-02 00:30:00,0.23391320000000002
2011-01-02 00:45:00,0.23637139999999998
2011-01-02 01:00:00,0.22872479999999998
2011-01-02 01:15:00,0.2226184
2011-01-02 01:30:00,0.21898379999999998
2011-01-02 01:45:00,0.2222886
2011-01-02 02:00:00,0.2201976
2011-01-02 02:15:00,0.2201092
2011-01-02 02:30:00,0.2200446
2011-01-02 02:45:00,0.2251514
2011-01-02 03:00:00,0.22460739999999998
2011-01-02 03:15:00,0.2191742
2011-01-02 03:30:00,0.2205614
2011-01-02 03:45:00,0.2218636
2011-01-02 04:00:00,0.2179502
2011-01-02 04:15:00,0.2186438
2011-01-02 04:30:00,0.2240736
2011-01-02 04:45:00,0.2384522
2011-01-02 05:00:00,0.2357832
2011-01-02 05:15:00,0.25681560000000003
2011-01-02 05:30:00,0.25892360000000003
2011-01-02 05:45:00,0.2554828
2011-01-02 06:00:00,0.2683654
2011-01-02 06:15:00,0.3129292
2011-01-02 06:30:00,0.34969
2011-01-02 06:45:00,0.3516688
2011-01-02 07:00:00,0.3462152
2011-01-02 07:15:00,0.3684444
2011-01-02 07:30:00,0.3856518
2011-01-02 07:45:00,0.3853458
2011-01-02 08:00:00,0.3807898
2011-01-02 08:15:00,0.39497459999999995
2011-01-02 08:30:00,0.40839440000000005
2011-01-02 08:45:00,0.438141
2011-01-02 09:00:00,0.446709
2011-01-02 09:15:00,0.47228040000000004
2011-01-02 09:30:00,0.48202140000000004
2011-01-02 09:45:00,0.4824124
2011-01-02 10:00:00,0.4771152
2011-01-02 10:15:00,0.4811068
2011-01-02 10:30:00,0.486999
2011-01-02 10:45:00,0.4942784
2011-01-02 11:00:00,0.4890968
2011-01-02 11:15:00,0.4754118
2011-01-02 11:30:00,0.48190920000000004
2011-01-02 11:45:00,0.4867508
2011-01-02 12:00:00,0.4957642
2011-01-02 12:15:00,0.49591040000000003
2011-01-02 12:30:00,0.4953358
2011-01-02 12:45:00,0.4848536
2011-01-02 13:00:00,0.4774756
2011-01-02 13:15:00,0.4766256
2011-01-02 13:30:00,0.4789818
2011-01-02 13:45:00,0.4767276
2011-01-02 14:00:00,0.4753166
2011-01-02 14:15:00,0.47544240000000004
2011-01-02 14:30:00,0.47675140000000005
2011-01-02 14:45:00,0.48231040000000003
2011-01-02 15:00:00,0.4785874
2011-01-02 15:15:00,0.4759218
2011-01-02 15:30:00,0.4836092
2011-01-02 15:45:00,0.4722328
2011-01-02 16:00:00,0.4774756
2011-01-02 16:15:00,0.4792028
2011-01-02 16:30:00,0.4774042
2011-01-02 16:45:00,0.4815624
2011-01-02 17:00:00,0.4764794
2011-01-02 17:15:00,0.4848604
2011-01-02 17:30:00,0.482885
2011-01-02 17:45:00,0.4973112
2011-01-02 18:00:00,0.5063008
2011-01-02 18:15:00,0.4931632
2011-01-02 18:30:00,0.5014524
2011-01-02 18:45:00,0.5006092
2011-01-02 19:00:00,0.4961926
2011-01-02 19:15:00,0.486438
2011-01-02 19:30:00,0.47787
2011-01-02 19:45:00,0.488206
2011-01-02 20:00:00,0.47904979999999997
2011-01-02 20:15:00,0.470798
2011-01-02 20:30:00,0.47211040000000004
2011-01-02 20:45:00,0.4643312
2011-01-02 21:00:00,0.4586668
2011-01-02 21:15:00,0.4591938
2011-01-02 21:30:00,0.457725
2011-01-02 21:45:00,0.4510916
2011-01-02 22:00:00,0.4449648
2011-01-02 22:15:00,0.4224874
2011-01-02 22:30:00,0.3944204
2011-01-02 22:45:00,0.38726
2011-01-02 23:00:00,0.374391
2011-01-02 23:15:00,0.3450932
2011-01-02 23:30:00,0.31530579999999997
2011-01-02 23:45:00,0.2959428
2011-01-03 00:00:00,0.29174039999999996
2011-01-03 00:15:00,0.2710106
2011-01-03 00:30:00,0.2716804
2011-01-03 00:45:00,0.253946
2011-01-03 01:00:00,0.24503460000000002
2011-01-03 01:15:00,0.234379
2011-01-03 01:30:00,0.2269942
2011-01-03 01:45:00,0.2282284
2011-01-03 02:00:00,0.2253622
2011-01-03 02:15:00,0.22702139999999998
2011-01-03 02:30:00,0.2234922
2011-01-03 02:45:00,0.226644
2011-01-03 03:00:00,0.2258144
2011-01-03 03:15:00,0.2208096
2011-01-03 03:30:00,0.2264196
2011-01-03 03:45:00,0.2232406
2011-01-03 04:00:00,0.2209864
2011-01-03 04:15:00,0.2199256
2011-01-03 04:30:00,0.22754839999999998
2011-01-03 04:45:00,0.23308020000000002
2011-01-03 05:00:00,0.2341954
2011-01-03 05:15:00,0.251787
2011-01-03 05:30:00,0.2539664
2011-01-03 05:45:00,0.2558126
2011-01-03 06:00:00,0.27198639999999996
2011-01-03 06:15:00,0.307088
2011-01-03 06:30:00,0.3363178
2011-01-03 06:45:00,0.34272339999999996
2011-01-03 07:00:00,0.341258
2011-01-03 07:15:00,0.3609678
2011-01-03 07:30:00,0.3572108
2011-01-03 07:45:00,0.393992
2011-01-03 08:00:00,0.3894122
2011-01-03 08:15:00,0.39320320000000003
2011-01-03 08:30:00,0.41566359999999997
2011-01-03 08:45:00,0.4401232
2011-01-03 09:00:00,0.4546412
2011-01-03 09:15:00,0.4777918
2011-01-03 09:30:00,0.4688906
2011-01-03 09:45:00,0.4633826
2011-01-03 10:00:00,0.4746774
2011-01-03 10:15:00,0.4676734
2011-01-03 10:30:00,0.46244759999999996
2011-01-03 10:45:00,0.47025740000000005
2011-01-03 11:00:00,0.4780298
2011-01-03 11:15:00,0.4597412
2011-01-03 11:30:00,0.4596868
2011-01-03 11:45:00,0.4685982
2011-01-03 12:00:00,0.4644264
2011-01-03 12:15:00,0.4759558
2011-01-03 12:30:00,0.4650112
2011-01-03 12:45:00,0.4751976
2011-01-03 13:00:00,0.47664259999999997
2011-01-03 13:15:00,0.4837418
2011-01-03 13:30:00,0.4739498
2011-01-03 13:45:00,0.4792504
2011-01-03 14:00:00,0.47464340000000005
2011-01-03 14:15:00,0.47131140000000005
2011-01-03 14:30:00,0.47056
2011-01-03 14:45:00,0.473654
2011-01-03 15:00:00,0.4723994
2011-01-03 15:15:00,0.4779482
2011-01-03 15:30:00,0.48692420000000003
2011-01-03 15:45:00,0.4813788
2011-01-03 16:00:00,0.4860096
2011-01-03 16:15:00,0.4893212
2011-01-03 16:30:00,0.48220840000000004
2011-01-03 16:45:00,0.4853942
2011-01-03 17:00:00,0.489838
2011-01-03 17:15:00,0.4853058
2011-01-03 17:30:00,0.486795
2011-01-03 17:45:00,0.4994838
2011-01-03 18:00:00,0.5085176
2011-01-03 18:15:00,0.5045532
2011-01-03 18:30:00,0.505461
2011-01-03 18:45:00,0.5003746
2011-01-03 19:00:00,0.510969
2011-01-03 19:15:00,0.5084802
2011-01-03 19:30:00,0.4954956
2011-01-03 19:45:00,0.49239479999999997
2011-01-03 20:00:00,0.49652579999999996
2011-01-03 20:15:00,0.48316040000000005
2011-01-03 20:30:00,0.4809504
2011-01-03 20:45:00,0.4855778
2011-01-03 21:00:00,0.4796856
2011-01-03 21:15:00,0.4747522
2011-01-03 21:30:00,0.4705362
2011-01-03 21:45:00,0.4709374
2011-01-03 22:00:00,0.4603022
2011-01-03 22:15:00,0.4408474
2011-01-03 22:30:00,0.42432
2011-01-03 22:45:00,0.4144838
2011-01-03 23:00:00,0.4012714
2011-01-03 23:15:00,0.36864840000000004
2011-01-03 23:30:00,0.341734
2011-01-03 23:45:00,0.31957620000000003
2011-01-04 00:00:00,0.310199
2011-01-04 00:15:00,0.28551839999999995
2011-01-04 00:30:00,0.2770728
2011-01-04 00:45:00,0.260457
2011-01-04 01:00:00,0.2515728
2011-01-04 01:15:00,0.24263079999999998
2011-01-04 01:30:00,0.23346779999999998
2011-01-04 01:45:00,0.232101
2011-01-04 02:00:00,0.23645639999999998
2011-01-04 02:15:00,0.2294524
2011-01-04 02:30:00,0.225097
2011-01-04 02:45:00,0.2337704
2011-01-04 03:00:00,0.2298604
2011-01-04 03:15:00,0.2240974
2011-01-04 03:30:00,0.22816039999999999
2011-01-04 03:45:00,0.2275994
2011-01-04 04:00:00,0.2243966
2011-01-04 04:15:00,0.22272720000000001
2011-01-04 04:30:00,0.2258552
2011-01-04 04:45:00,0.23416479999999998
2011-01-04 05:00:00,0.2521202
2011-01-04 05:15:00,0.2571998
2011-01-04 05:30:00,0.253062
2011-01-04 05:45:00,0.268855
2011-01-04 06:00:00,0.280806
2011-01-04 06:15:00,0.325006
2011-01-04 06:30:00,0.3364096
2011-01-04 06:45:00,0.35506879999999996
2011-01-04 07:00:00,0.3541508
2011-01-04 07:15:00,0.37286779999999997
2011-01-04 07:30:00,0.37233059999999996
2011-01-04 07:45:00,0.4009042
2011-01-04 08:00:00,0.3991634
2011-01-04 08:15:00,0.3858932
2011-01-04 08:30:00,0.4217054
2011-01-04 08:45:00,0.4417722
2011-01-04 09:00:00,0.454648
2011-01-04 09:15:00,0.4829292
2011-01-04 09:30:00,0.47602720000000004
2011-01-04 09:45:00,0.4729264
2011-01-04 10:00:00,0.483463
2011-01-04 10:15:00,0.472855
2011-01-04 10:30:00,0.47655759999999997
2011-01-04 10:45:00,0.477394
2011-01-04 11:00:00,0.4769758
2011-01-04 11:15:00,0.4725184
2011-01-04 11:30:00,0.48068520000000003
2011-01-04 11:45:00,0.4801208
2011-01-04 12:00:00,0.485673
2011-01-04 12:15:00,0.47208320000000004
2011-01-04 12:30:00,0.4728346
2011-01-04 12:45:00,0.483344
2011-01-04 13:00:00,0.4992968
2011-01-04 13:15:00,0.4907424
2011-01-04 13:30:00,0.4866998
2011-01-04 13:45:00,0.48595520000000003
2011-01-04 14:00:00,0.4863258
2011-01-04 14:15:00,0.4790362
2011-01-04 14:30:00,0.4854724
2011-01-04 14:45:00,0.492711
2011-01-04 15:00:00,0.48878059999999995
2011-01-04 15:15:00,0.49247979999999997
2011-01-04 15:30:00,0.4891308
2011-01-04 15:45:00,0.4884406
2011-01-04 16:00:00,0.4928538
2011-01-04 16:15:00,0.4860912
2011-01-04 16:30:00,0.4886378
2011-01-04 16:45:00,0.5037372
2011-01-04 17:00:00,0.5010682
2011-01-04 17:15:00,0.49449940000000003
2011-01-04 17:30:00,0.5022072
2011-01-04 17:45:00,0.5143996
2011-01-04 18:00:00,0.5216076
2011-01-04 18:15:00,0.5118904000000001
2011-01-04 18:30:00,0.510782
2011-01-04 18:45:00,0.5150422
2011-01-04 19:00:00,0.5079804
2011-01-04 19:15:00,0.5053114000000001
2011-01-04 19:30:00,0.4983482
2011-01-04 19:45:00,0.5015102
2011-01-04 20:00:00,0.501738
2011-01-04 20:15:00,0.4910348
2011-01-04 20:30:00,0.4905044
2011-01-04 20:45:00,0.49422740000000004
2011-01-04 21:00:00,0.48884859999999997
2011-01-04 21:15:00,0.4780128
2011-01-04 21:30:00,0.4741538
2011-01-04 21:45:00,0.4735622
2011-01-04 22:00:00,0.4682106
2011-01-04 22:15:00,0.44307779999999997
2011-01-04 22:30:00,0.424762
2011-01-04 22:45:00,0.4184142
2011-01-04 23:00:00,0.406674
2011-01-04 23:15:00,0.37608759999999997
2011-01-04 23:30:00,0.3524678
2011-01-04 23:45:00,0.3298136
2011-01-05 00:00:00,0.310947
2011-01-05 00:15:00,0.2912746
2011-01-05 00:30:00,0.27991520000000003
2011-01-05 00:45:00,0.2698512
2011-01-05 01:00:00,0.2601476
2011-01-05 01:15:00,0.24865220000000002
2011-01-05 01:30:00,0.23890779999999998
2011-01-05 01:45:00,0.23959460000000002
2011-01-05 02:00:00,0.2403324
2011-01-05 02:15:00,0.2372282
2011-01-05 02:30:00,0.2340628
2011-01-05 02:45:00,0.241281
2011-01-05 03:00:00,0.240193
2011-01-05 03:15:00,0.2327266
2011-01-05 03:30:00,0.2357322
2011-01-05 03:45:00,0.235824
2011-01-05 04:00:00,0.235637
2011-01-05 04:15:00,0.2300678
2011-01-05 04:30:00,0.2321792
2011-01-05 04:45:00,0.2500428
2011-01-05 05:00:00,0.245752
2011-01-05 05:15:00,0.2615008
2011-01-05 05:30:00,0.2651048
2011-01-05 05:45:00,0.272119
2011-01-05 06:00:00,0.2803096
2011-01-05 06:15:00,0.31561859999999997
2011-01-05 06:30:00,0.3521753999999999
2011-01-05 06:45:00,0.37450659999999997
2011-01-05 07:00:00,0.3649016
2011-01-05 07:15:00,0.37608420000000004
2011-01-05 07:30:00,0.375751
2011-01-05 07:45:00,0.3930468
2011-01-05 08:00:00,0.37994659999999997
2011-01-05 08:15:00,0.39329159999999996
2011-01-05 08:30:00,0.4130116
2011-01-05 08:45:00,0.4420442
2011-01-05 09:00:00,0.4522272
2011-01-05 09:15:00,0.4726442
2011-01-05 09:30:00,0.474266
2011-01-05 09:45:00,0.4743102
2011-01-05 10:00:00,0.4823682
2011-01-05 10:15:00,0.4803928
2011-01-05 10:30:00,0.4802262
2011-01-05 10:45:00,0.4790804
2011-01-05 11:00:00,0.4845272
2011-01-05 11:15:00,0.47560559999999996
2011-01-05 11:30:00,0.4790566
2011-01-05 11:45:00,0.4743442
2011-01-05 12:00:00,0.48437759999999996
2011-01-05 12:15:00,0.48106940000000004
2011-01-05 12:30:00,0.4794986
2011-01-05 12:45:00,0.495533
2011-01-05 13:00:00,0.482579
2011-01-05 13:15:00,0.488886
2011-01-05 13:30:00,0.4870534
2011-01-05 13:45:00,0.48201120000000003
2011-01-05 14:00:00,0.4801208
2011-01-05 14:15:00,0.4769656
2011-01-05 14:30:00,0.47824059999999996
2011-01-05 14:45:00,0.48245659999999996
2011-01-05 15:00:00,0.483412
2011-01-05 15:15:00,0.4858838
2011-01-05 15:30:00,0.4847448
2011-01-05 15:45:00,0.49928320000000004
2011-01-05 16:00:00,0.49475440000000004
2011-01-05 16:15:00,0.491691
2011-01-05 16:30:00,0.4870432
2011-01-05 16:45:00,0.4910178
2011-01-05 17:00:00,0.4944416
2011-01-05 17:15:00,0.49132040000000005
2011-01-05 17:30:00,0.4957676
2011-01-05 17:45:00,0.5069842
2011-01-05 18:00:00,0.5129954
2011-01-05 18:15:00,0.5082864
2011-01-05 18:30:00,0.5133762000000001
2011-01-05 18:45:00,0.5100034
2011-01-05 19:00:00,0.5117714
2011-01-05 19:15:00,0.511734
2011-01-05 19:30:00,0.5091976
2011-01-05 19:45:00,0.5097246
2011-01-05 20:00:00,0.5088542
2011-01-05 20:15:00,0.4922146
2011-01-05 20:30:00,0.493187
2011-01-05 20:45:00,0.4966346
2011-01-05 21:00:00,0.4907356
2011-01-05 21:15:00,0.4812904
2011-01-05 21:30:00,0.4769826
2011-01-05 21:45:00,0.47615979999999997
2011-01-05 22:00:00,0.4738886
2011-01-05 22:15:00,0.44929640000000004
2011-01-05 22:30:00,0.42789
2011-01-05 22:45:00,0.422654
2011-01-05 23:00:00,0.41672440000000005
2011-01-05 23:15:00,0.3799534
2011-01-05 23:30:00,0.3457358
2011-01-05 23:45:00,0.32565879999999997
2011-01-06 00:00:00,0.3212116
2011-01-06 00:15:00,0.28970039999999997
2011-01-06 00:30:00,0.281707
2011-01-06 00:45:00,0.2689638
2011-01-06 01:00:00,0.2560166
2011-01-06 01:15:00,0.2458506
2011-01-06 01:30:00,0.242318
2011-01-06 01:45:00,0.2421378
2011-01-06 02:00:00,0.2423928
2011-01-06 02:15:00,0.23057439999999998
2011-01-06 02:30:00,0.23503860000000001
2011-01-06 02:45:00,0.24158020000000002
2011-01-06 03:00:00,0.23641220000000002
2011-01-06 03:15:00,0.23784360000000002
2011-01-06 03:30:00,0.23165560000000002
2011-01-06 03:45:00,0.23775860000000001
2011-01-06 04:00:00,0.2300712
2011-01-06 04:15:00,0.23022420000000002
2011-01-06 04:30:00,0.2377552
2011-01-06 04:45:00,0.24605120000000003
2011-01-06 05:00:00,0.25173260000000003
2011-01-06 05:15:00,0.26465259999999996
2011-01-06 05:30:00,0.259471
2011-01-06 05:45:00,0.2665192
2011-01-06 06:00:00,0.2855694
2011-01-06 06:15:00,0.3487312
2011-01-06 06:30:00,0.361692
2011-01-06 06:45:00,0.3709298
2011-01-06 07:00:00,0.3688558
2011-01-06 07:15:00,0.3818676
2011-01-06 07:30:00,0.3803342
2011-01-06 07:45:00,0.4061436
2011-01-06 08:00:00,0.397664
2011-01-06 08:15:00,0.398854
2011-01-06 08:30:00,0.42481640000000004
2011-01-06 08:45:00,0.4517818
2011-01-06 09:00:00,0.4588946
2011-01-06 09:15:00,0.480811
2011-01-06 09:30:00,0.482137
2011-01-06 09:45:00,0.478278
2011-01-06 10:00:00,0.4754492
2011-01-06 10:15:00,0.4786146
2011-01-06 10:30:00,0.4843266
2011-01-06 10:45:00,0.4876008
2011-01-06 11:00:00,0.49230640000000003
2011-01-06 11:15:00,0.482375
2011-01-06 11:30:00,0.47485079999999996
2011-01-06 11:45:00,0.484619
2011-01-06 12:00:00,0.4879374
2011-01-06 12:15:00,0.493731
2011-01-06 12:30:00,0.487526
2011-01-06 12:45:00,0.491198
2011-01-06 13:00:00,0.488495
2011-01-06 13:15:00,0.489158
2011-01-06 13:30:00,0.4826028
2011-01-06 13:45:00,0.4809368
2011-01-06 14:00:00,0.483786
2011-01-06 14:15:00,0.4805322
2011-01-06 14:30:00,0.4932856
2011-01-06 14:45:00,0.4898856
2011-01-06 15:00:00,0.4868052
2011-01-06 15:15:00,0.48545540000000004
2011-01-06 15:30:00,0.4864788
2011-01-06 15:45:00,0.487917
2011-01-06 16:00:00,0.4976716
2011-01-06 16:15:00,0.49652579999999996
2011-01-06 16:30:00,0.4866658
2011-01-06 16:45:00,0.4991846
2011-01-06 17:00:00,0.5021867999999999
2011-01-06 17:15:00,0.5003576
2011-01-06 17:30:00,0.49994279999999996
2011-01-06 17:45:00,0.5072494000000001
2011-01-06 18:00:00,0.517446
2011-01-06 18:15:00,0.5129988
2011-01-06 18:30:00,0.5188026
2011-01-06 18:45:00,0.517854
2011-01-06 19:00:00,0.5163444
2011-01-06 19:15:00,0.5109282
2011-01-06 19:30:00,0.5058656
2011-01-06 19:45:00,0.5089324000000001
2011-01-06 20:00:00,0.5041758
2011-01-06 20:15:00,0.493102
2011-01-06 20:30:00,0.4924084
2011-01-06 20:45:00,0.49181
2011-01-06 21:00:00,0.4855812
2011-01-06 21:15:00,0.4857818
2011-01-06 21:30:00,0.4796074
2011-01-06 21:45:00,0.47332420000000003
2011-01-06 22:00:00,0.4760204
2011-01-06 22:15:00,0.45016340000000005
2011-01-06 22:30:00,0.424065
2011-01-06 22:45:00,0.4173568
2011-01-06 23:00:00,0.4114272
2011-01-06 23:15:00,0.37725040000000004
2011-01-06 23:30:00,0.3475922
2011-01-06 23:45:00,0.329256
2011-01-07 00:00:00,0.3143776
2011-01-07 00:15:00,0.2977958
2011-01-07 00:30:00,0.2889082
2011-01-07 00:45:00,0.26359859999999996
2011-01-07 01:00:00,0.26440779999999997
2011-01-07 01:15:00,0.24507879999999999
2011-01-07 01:30:00,0.2425764
2011-01-07 01:45:00,0.24373920000000002
2011-01-07 02:00:00,0.2423826
2011-01-07 02:15:00,0.239802
2011-01-07 02:30:00,0.2367794
2011-01-07 02:45:00,0.23938379999999998
2011-01-07 03:00:00,0.239751
2011-01-07 03:15:00,0.237796
2011-01-07 03:30:00,0.242284
2011-01-07 03:45:00,0.2344368
2011-01-07 04:00:00,0.2349638
2011-01-07 04:15:00,0.23355620000000002
2011-01-07 04:30:00,0.23109120000000002
2011-01-07 04:45:00,0.23619120000000002
2011-01-07 05:00:00,0.24043779999999998
2011-01-07 05:15:00,0.26359520000000003
2011-01-07 05:30:00,0.2706672
2011-01-07 05:45:00,0.27728020000000003
2011-01-07 06:00:00,0.28491659999999996
2011-01-07 06:15:00,0.340697
2011-01-07 06:30:00,0.353583
2011-01-07 06:45:00,0.3684852
2011-01-07 07:00:00,0.374697
2011-01-07 07:15:00,0.3783724
2011-01-07 07:30:00,0.3826564
2011-01-07 07:45:00,0.402628
2011-01-07 08:00:00,0.39898659999999997
2011-01-07 08:15:00,0.3893068
2011-01-07 08:30:00,0.4130014
2011-01-07 08:45:00,0.4426426
2011-01-07 09:00:00,0.4543454
2011-01-07 09:15:00,0.468639
2011-01-07 09:30:00,0.4731542
2011-01-07 09:45:00,0.4694584
2011-01-07 10:00:00,0.47278359999999997
2011-01-07 10:15:00,0.47086259999999996
2011-01-07 10:30:00,0.4688056
2011-01-07 10:45:00,0.470713
2011-01-07 11:00:00,0.4754662
2011-01-07 11:15:00,0.470543
2011-01-07 11:30:00,0.4733412
2011-01-07 11:45:00,0.4703798
2011-01-07 12:00:00,0.4748746
2011-01-07 12:15:00,0.4718894
2011-01-07 12:30:00,0.47912459999999996
2011-01-07 12:45:00,0.4831196
2011-01-07 13:00:00,0.4839016
2011-01-07 13:15:00,0.4838404
2011-01-07 13:30:00,0.478805
2011-01-07 13:45:00,0.478652
2011-01-07 14:00:00,0.48682220000000004
2011-01-07 14:15:00,0.47817940000000003
2011-01-07 14:30:00,0.4659224
2011-01-07 14:45:00,0.4746026
2011-01-07 15:00:00,0.4839084
2011-01-07 15:15:00,0.4840342
2011-01-07 15:30:00,0.4894946
2011-01-07 15:45:00,0.483854
2011-01-07 16:00:00,0.4898108
2011-01-07 16:15:00,0.491249
2011-01-07 16:30:00,0.49614840000000004
2011-01-07 16:45:00,0.4972908
2011-01-07 17:00:00,0.5024995999999999
2011-01-07 17:15:00,0.488801
2011-01-07 17:30:00,0.5019998
2011-01-07 17:45:00,0.5083816
2011-01-07 18:00:00,0.5118122
2011-01-07 18:15:00,0.5148178
2011-01-07 18:30:00,0.511819
2011-01-07 18:45:00,0.5164565999999999
2011-01-07 19:00:00,0.5129852
2011-01-07 19:15:00,0.5011804
2011-01-07 19:30:00,0.505835
2011-01-07 19:45:00,0.503132
2011-01-07 20:00:00,0.5033462
2011-01-07 20:15:00,0.4901202
2011-01-07 20:30:00,0.4870568
2011-01-07 20:45:00,0.4903752
2011-01-07 21:00:00,0.4862748
2011-01-07 21:15:00,0.4777034
2011-01-07 21:30:00,0.4787608
2011-01-07 21:45:00,0.47430340000000004
2011-01-07 22:00:00,0.4627604
2011-01-07 22:15:00,0.452251
2011-01-07 22:30:00,0.429403
2011-01-07 22:45:00,0.4249728
2011-01-07 23:00:00,0.4131442
2011-01-07 23:15:00,0.39179220000000003
2011-01-07 23:30:00,0.3676658
2011-01-07 23:45:00,0.34424659999999996
2011-01-08 00:00:00,0.331551
2011-01-08 00:15:00,0.2985812
2011-01-08 00:30:00,0.2855966
2011-01-08 00:45:00,0.2582946
2011-01-08 01:00:00,0.2603414
2011-01-08 01:15:00,0.2502876
2011-01-08 01:30:00,0.236062
2011-01-08 01:45:00,0.2387514
2011-01-08 02:00:00,0.24012160000000002
2011-01-08 02:15:00,0.2339302
2011-01-08 02:30:00,0.23088720000000001
2011-01-08 02:45:00,0.2368134
2011-01-08 03:00:00,0.23271979999999998
2011-01-08 03:15:00,0.2353616
2011-01-08 03:30:00,0.2323968
2011-01-08 03:45:00,0.230792
2011-01-08 04:00:00,0.2291634
2011-01-08 04:15:00,0.2280516
2011-01-08 04:30:00,0.2376702
2011-01-08 04:45:00,0.2429436
2011-01-08 05:00:00,0.24630960000000002
2011-01-08 05:15:00,0.260457
2011-01-08 05:30:00,0.259216
2011-01-08 05:45:00,0.27025239999999995
2011-01-08 06:00:00,0.2814384
2011-01-08 06:15:00,0.3163666
2011-01-08 06:30:00,0.3540012
2011-01-08 06:45:00,0.3670198
2011-01-08 07:00:00,0.3661018
2011-01-08 07:15:00,0.3763358
2011-01-08 07:30:00,0.3806402
2011-01-08 07:45:00,0.385424
2011-01-08 08:00:00,0.3862434
2011-01-08 08:15:00,0.3899086
2011-01-08 08:30:00,0.40744579999999997
2011-01-08 08:45:00,0.4351218
2011-01-08 09:00:00,0.4460018
2011-01-08 09:15:00,0.4749596
2011-01-08 09:30:00,0.4830278
2011-01-08 09:45:00,0.4857784
2011-01-08 10:00:00,0.4883692
2011-01-08 10:15:00,0.4797978
2011-01-08 10:30:00,0.48307540000000004
2011-01-08 10:45:00,0.496978
2011-01-08 11:00:00,0.4931088
